customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3305-AJXMR,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.76,938.45,No
1285-ACQZO,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),96.57,3950.0,Yes
3832-FGKBD,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.27,2354.85,Yes
7131-ATLIY,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,88.54,4772.92,Yes
6995-MTQFT,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,95.13,4284.21,Yes
8422-ZNWSK,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),76.95,3535.57,Yes
2319-RPQJA,Male,0,No,No,16,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),68.27,1096.84,No
7199-OYDIQ,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,74.35,1861.0,No
9957-ONMAR,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.62,411.62,Yes
7877-NZKWA,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,82.54,2714.84,No
9648-LVGDS,Female,1,Yes,Yes,4,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.05,336.58,Yes
2913-GTMCV,Female,1,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),72.34,3770.11,No
2262-FLFNS,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.36,460.99,Yes
1921-SMYCA,Male,0,No,No,1,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.68,60.38,Yes
1660-LKWXA,Female,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,97.07,4074.85,Yes
2991-KAZPT,Female,0,No,No,17,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,67.23,1149.9,No
6974-SYYCB,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.64,1854.83,No
9563-TXEWS,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,85.07,5610.95,No
3414-CXJST,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.1,2277.71,Yes
9170-KTENV,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,88.67,1775.25,No
9155-NIGJY,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),86.87,1563.03,Yes
2059-LAFVM,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.65,104.18,No
5857-VVNIL,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.91,336.97,Yes
9457-VZLLD,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,77.79,4737.7,No
8065-SVPKR,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.44,605.51,Yes
3372-MPTYI,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.5,339.28,Yes
8148-WPWGU,Female,1,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.41,,Yes
8615-VQMPZ,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,98.18,5409.01,Yes
3935-EXTZZ,Male,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.32,660.98,Yes
4539-UCYLU,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,87.32,2181.81,Yes
8267-LGOOY,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,108.96,1307.39,Yes
2425-EOVFQ,Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.78,5209.25,No
7121-ASNOH,Male,0,No,No,1,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.98,70.3,Yes
7085-UYWGA,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.24,438.59,No
5008-JBVXU,Female,0,Yes,Yes,52,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),74.48,3867.12,Yes
5023-FEWKE,Female,1,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,86.22,82.89,Yes
6129-XPPYD,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.91,1084.42,Yes
2522-OXIZC,Male,0,No,No,42,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.37,3284.56,No
7531-GCXSX,Female,1,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.31,500.37,Yes
6810-ACFUC,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,87.85,5095.33,Yes
5167-QRSOC,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,96.94,1366.88,Yes
2560-JQBIS,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,83.09,1911.23,Yes
3053-RUJYW,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.84,3632.38,Yes
3819-OETWQ,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1826.0,Yes
6614-VBPLE,Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.67,3289.42,Yes
2422-YFWSK,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),90.35,4063.57,Yes
9613-SJAIM,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.42,206.7,Yes
3248-YSKHV,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),86.9,2964.09,No
8021-VMWCO,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),102.54,3081.63,Yes
9129-EGLIF,Female,0,No,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,73.09,1024.62,Yes
8661-ENTGQ,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.87,1614.54,No
6263-UPVAU,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.38,830.56,Yes
7146-CTVZJ,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,90.6,96.93,Yes
1549-YDMSO,Male,1,No,No,18,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),63.17,1145.05,Yes
5062-LXPGA,Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.92,875.59,No
8788-XQUPU,Female,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,94.48,6050.59,No
9252-TZAVU,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),99.41,4671.13,No
4374-EBBTP,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,96.86,672.69,Yes
1099-NVIGK,Female,1,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.25,4153.63,Yes
2040-QVLAG,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.93,923.91,Yes
4633-RIQPT,Male,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.64,1622.07,No
1759-CBPEQ,Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.27,1020.87,Yes
7793-OQUVV,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.11,709.62,Yes
7305-WEMKA,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),91.15,3366.23,Yes
9551-RWXCA,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.04,4118.99,No
8394-KVSGJ,Female,1,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),92.28,,Yes
8202-UUHAG,Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),93.06,4569.92,No
4781-LJUPQ,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.67,679.09,Yes
9592-KEKQA,Female,0,No,No,48,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,82.08,3944.87,No
7550-OMMPJ,Female,1,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.77,7012.11,Yes
1072-XHBZS,Female,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),102.61,4522.86,No
8701-DPOQV,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),113.97,4671.33,No
2676-QGXKX,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.05,326.88,Yes
6459-ZDTXQ,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,73.41,589.65,No
2588-AMMQB,Female,1,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),101.2,97.17,Yes
5815-WIWHP,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.07,811.15,Yes
2168-UQZRW,Female,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.79,65.87,Yes
6674-OCTCX,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,98.94,4658.03,No
6103-IIOZZ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),87.42,6289.81,No
1344-RNAKE,Female,1,No,No,50,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,79.02,3950.37,No
1338-NNBTL,Male,0,No,No,1,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,71.46,75.07,No
7386-JCNOO,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.13,6127.29,No
8799-MHSHS,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),93.11,4754.46,No
7687-DKGSO,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.58,84.55,No
1849-KBKLA,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.2,673.26,Yes
5297-IRTLJ,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.74,171.77,Yes
5837-RGHQY,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),83.65,3425.32,No
5636-TKKWP,Female,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.9,64.49,No
2680-VVIKL,Female,0,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.98,347.64,Yes
9257-JBYRB,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.51,344.22,Yes
6039-LGSZT,Female,0,No,No,51,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.24,3835.33,No
6408-KDGWS,Female,0,No,No,37,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,78.71,2907.16,Yes
2642-OEPLG,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,89.61,4216.93,No
8539-JWQGL,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.68,1638.48,Yes
2538-GZBQF,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.64,622.85,Yes
7373-BYIOP,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.07,283.79,No
8086-ZSDDL,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.26,63.83,Yes
6131-ENHQC,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),85.27,5791.11,No
1039-VLEVG,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.23,481.56,Yes
4564-ZSOMO,Female,0,Yes,Yes,11,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.71,842.15,No
5859-FDFPX,Male,1,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.91,1293.39,Yes
3676-DFPNX,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),73.34,1980.62,No
2262-ZFSOJ,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),89.77,6461.34,Yes
9896-BWKJD,Male,0,No,No,4,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.44,266.8,No
3820-GLABN,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),68.53,815.86,Yes
5956-GUPMH,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.04,395.07,Yes
5387-EFQBB,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),78.98,4035.34,No
8978-DHZOC,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),84.5,2873.19,No
6273-MQFGA,Female,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,70.77,2052.94,No
3292-IHVAE,Female,1,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.3,1123.29,No
2862-RBXTZ,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.16,4960.86,No
7172-STEKM,Male,1,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.34,235.03,Yes
3403-XVVOK,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,106.36,1708.31,Yes
8019-IHUOQ,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.97,52.52,No
9923-ORVTM,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.84,208.42,Yes
5318-OLFAE,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,101.77,1426.12,Yes
9568-QWUCT,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,98.95,4544.58,Yes
4784-FXNYL,Female,0,No,No,56,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),77.31,4335.02,No
4129-IRAMG,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.2,113.7,Yes
2533-NQRTN,Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,76.76,239.0,No
6287-WFNLI,Female,0,Yes,No,48,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),72.79,3494.17,Yes
8750-OHXZV,Female,0,No,No,7,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),68.53,473.88,Yes
9162-JSEXR,Female,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.21,3982.52,No
3868-HJZJO,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.5,1523.89,No
5171-KSIQJ,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,96.38,99.67,Yes
2176-QYXCU,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,73.96,670.02,Yes
7636-HQGFY,Male,0,No,No,14,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),86.62,1217.61,No
7780-LCDIK,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.34,104.79,Yes
4420-SZOXM,Male,1,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.38,1995.91,No
1440-QFUJL,Female,0,No,No,39,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),77.09,3007.86,No
6844-TQXQJ,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.01,72.59,No
6624-BSFYZ,Female,0,No,No,49,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,80.78,3949.54,No
5521-JTCRH,Male,1,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.95,1234.34,Yes
1132-HPHLQ,Female,1,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.62,1487.45,Yes
8096-MKQYA,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.65,147.33,Yes
9977-QAWVR,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),113.37,4430.97,No
6490-XAIVE,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.12,1663.04,No
9508-DDDAZ,Male,0,Yes,Yes,41,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,85.28,3492.61,Yes
2655-FQJNY,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.49,1493.41,Yes
8015-UEPLF,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.02,2205.99,Yes
3909-ZZKVO,Male,0,No,No,17,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.91,1304.86,Yes
7076-EWUYY,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.64,2064.76,No
6555-TEFXT,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.05,5683.47,No
5036-RAUKN,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,107.47,7407.2,No
9144-UMJME,Male,0,No,No,45,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,75.9,3413.46,Yes
5879-ULEQV,Male,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),80.1,2958.95,No
2309-ZCQSJ,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.54,166.08,Yes
1451-CUGPT,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.41,4551.83,Yes
5346-CBBLP,Male,1,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.05,140.06,No
2360-UBIXE,Male,1,No,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.29,748.52,No
5953-OXZFF,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.49,2929.76,Yes
9118-DWUCR,Male,0,No,No,24,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.26,2354.22,Yes
8939-YBYFL,Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,81.29,647.9,Yes
5690-EQDHB,Male,1,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.83,447.67,Yes
9976-GIEIT,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.53,2828.19,Yes
1956-ACZSI,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.43,1109.65,Yes
2415-LKDQK,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.56,1202.61,No
7194-NYKEB,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.36,86.73,Yes
2823-DWRDD,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,91.2,1555.43,Yes
2897-FXCDG,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.78,4890.13,Yes
8608-NAYAB,Female,1,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.21,510.21,Yes
3068-UNXYG,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.49,2286.54,Yes
1408-RFOUR,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),85.96,4895.84,No
9924-TEXAK,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.07,1247.99,Yes
6432-KGLHL,Male,1,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.18,99.42,Yes
7528-QEPKH,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.06,1956.63,No
5487-CSISI,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.07,61.62,Yes
